id,x,y
1,0.346387668653915,0.550760889311219
2,0.34200462817697,0.554044800939061
3,0.265924066520238,0.515392462374758
4,0.168859821148424,0.45835021869454
5,0.165604408534674,0.460355500901329
6,0.274954894885481,0.479842372241866
7,0.250205914653285,0.500097818644233
8,0.414692500784443,0.455869817358617
9,0.445462033260118,0.452627828006877
10,0.30987213680578,0.445095792400888
11,0.223760589896454,0.477983818001425
12,0.300527533730783,0.411439191738519
13,0.210091779102613,0.403173516300777
14,0.445511060558518,0.441406632104079
15,0.352535691873239,0.416462877824513
16,0.392767492940077,0.562988219840418
17,0.453806479447765,0.576088931121702
18,0.482928694697215,0.612163049705846
19,0.518483291496711,0.586814046757314
20,0.635795811107632,0.619723033495901
21,0.5358977878883,0.557084165956319
22,0.539182616881083,0.557580246223502
23,0.65924066520239,0.526257318930704
24,0.694461876372765,0.635988876622743
25,0.77254275180421,0.647405709814003
26,0.584474035142773,0.681928704182447
27,0.635413398180112,0.66299380947723
28,0.799596015061193,0.679734771733206
29,0.508256197050519,0.49528374393874
30,0.466484938813933,0.490951775408395
31,0.509560323187957,0.492467964394012
32,0.804077110134926,0.727239697600649
33,0.811666535927209,0.697481868615586
34,0.842818481330405,0.736490546526738
35,0.910083934734861,0.725045765151409
36,0.898886099780362,0.760211567753384
37,0.870901317853784,0.786985928089322
38,0.869754079071234,0.772103520073783
39,0.586690069030439,0.735526334176436
40,0.591749686225291,0.744895962884813
41,0.686754785064327,0.73775520185576
42,0.682636491998748,0.729391707773788
43,0.739429714465012,0.695777029387517
44,0.726074678380925,0.716989701094172
45,0.639531691245691,0.771928843923365
46,0.758305224348916,0.718603708724024
47,0.956071540633825,0.883204538785094
48,0.92826325698149,0.847689383882281
49,0.904749764668966,0.817253811433602
50,0.905504785064329,0.899693967384471
51,0.883138531534366,0.775527172621958
52,0.896287652965176,0.806284149187407
53,0.880236115469091,0.835224493788517
54,0.924782318795108,0.798465644694734
55,0.931587307812995,0.762070121993825
56,0.951492390963293,0.768603010019425
57,1,0.715256913682035
58,0.970446344524629,0.746992076689819
59,0.986595936617513,0.9234499238412
60,0.973721368057735,0.906429479744553
61,0.970593426419828,0.908616425147775
62,0.845309068089115,1
63,0.0599799968622596,0.195672223697265
64,0.0578227957326707,0.224039630525006
65,0.0885334954502688,0.249213957323122
66,0.158573893944155,0.247893405625971
67,0.142120332601194,0.24479814424058
68,0.133540555381238,0.176122468942581
69,0.170379667398816,0.218631656908095
70,0.315833856291182,0.0737412836600957
71,0.273993959836841,0.101668506588787
72,0.33076757138375,0.0919565126255945
73,0.289231644179485,0.112819832031414
74,0.226359036711641,0.0668520562876418
75,0.257863978663324,0.0554911194645136
76,0.206561813617831,0.229538435740138
77,0.207307028553505,0.219351322647812
78,0.125205914653281,0.126528416316151
79,0.0848368371509323,0.120540517879851
80,0.115969171634773,0.15673341624628
81,0.113939441481016,0.0882044689146338
82,0.224329306557895,0.152645994326519
83,0.199227329777224,0.146902642500803
84,0.255343975525581,0.180859686141893
85,0.181577502353314,0.135115495870655
86,0.171477878882966,0.0890638755746853
87,0.0938970818952082,0.0545338941602269
88,0.210238860997812,0.0548343371389435
89,0.186941088798242,0.0964911054904207
90,0.23702737684343,0.00286468886684087
91,0.223476231565744,0.0268651919341541
92,0.178675086288052,0.000349352300834253
93,0.17805734232821,0
94,0.329453639786635,0.238949986724614
95,0.335248666457483,0.19722334791297
96,0.351094289300291,0.102898226687722
97,0.336856761844997,0.165292547616719
98,0.467877314088493,0.301421165159794
99,0.493018512707875,0.38268749737986
100,0.461768512707879,0.248969410712538
101,0.438382491371199,0.256836824527328
102,0.327119940382814,0.246426125962467
103,0.389747411358648,0.25278433783765
104,0.376784593661759,0.282374477718312
105,0.377010119234391,0.300415030533393
106,0.250470662064639,0.313718366149159
108,0.281661829306557,0.288453207752828
111,0.130177282711022,0.405115915093419
112,0.210611468465643,0.358442447701963
113,0.194383432695327,0.372737943852099
114,0.139590524003774,0.445948212014924
115,0.133226780671484,0.433133969620326
116,0.090808362096024,0.401678288453209
117,0,0.440023196992776
118,0.411593975525581,0.390093766157546
119,0.392473329149679,0.37505065608362
120,0.277259177910269,0.36927935607384
121,0.440980938186386,0.392196867008567
122,0.161544948227173,0.461536311678151
123,0.162388217759657,0.461892651025
124,0.288545262001889,0.338683081566774
125,0.311803812362725,0.310182920864718
126,0.84628961405711,0.999301295398331
107,0.229555616567313,0.339654280963095
109,0.252725917791028,0.237573538659326
110,0.162907907122688,0.404717653470467
