id,x,y
1181,554636.5,376733.5
1182,554638.1,376734.1
1183,554651.0,376811.3
1184,554663.4,376876.9
1185,554590.3,377005.8
1186,554517.4,377139.6
1187,554463.6,377267.1
1188,554361.9,377382.2
1189,554242.9,377509.8
1190,554264.5,377644.1
1191,554233.4,377756.1
1192,554721.1,376681.3
1193,554723.1,376681.3
1194,554775.8,376647.3
1195,554788.2,376625.3
1196,554789.4,376622.9
1197,554864.2,376597.1
1198,554792.3,376644.0
1199,554794.0,376644.5
1200,554806.0,376648.4
1201,555038.7,377349.6
1202,555027.1,377355.9
1203,554875.1,377436.0
1204,554746.2,377501.7
1205,554718.4,377556.9
1206,554709.4,377574.7
1207,554766.0,377686.9
1208,554766.0,377546.8
1209,554774.1,377565.1
1210,554880.8,377589.3
1211,555560.4,378241.2
1212,555572.0,378243.0
1213,555709.3,378264.2
500,547430.6,371340.2
524,548110.3,370409.0
740,548346.6,368948.0
10001,556007.9,375720.9
10002,550037.8,366773.9
10003,549064.5,373447.6
10004,550815.0,374484.6
10005,548143.3,365689.5
10006,548517.4,365956.7
10007,553895.4,374860.1
10008,551234.5,373520.9
10009,551202.9,373982.0
10010,551270.7,373258.4
10011,551284.5,373140.3
10012,551251.3,373524.5
10013,551365.8,372798.5
10014,551531.7,373372.4
10015,551406.3,372690.4
10016,551786.6,373233.6
10017,552263.2,373112.0
10018,552388.7,373081.4
10019,552458.5,372869.5
10020,552531.0,373248.6
10021,552734.6,372784.3
10022,551804.1,376208.9
10023,551967.9,376369.0
10024,551878.7,376851.4
10025,552100.2,376713.6
10026,552310.4,376027.3
10027,552395.2,376531.7
10028,552504.5,376464.3
10029,552606.2,376401.6
10030,552934.7,376199.1
10031,553038.9,376546.9
10032,553040.9,376133.7
10033,553337.9,376357.2
10034,553436.2,376294.8
10035,552100.2,376713.6
10036,548018.1,370005.0
10037,548092.2,371336.6
10038,548110.3,370409.0
10039,548160.4,370023.5
10040,548177.9,370314.9
10041,548281.3,371080.4
10042,548315.7,370121.0
10043,548468.3,370820.6
10044,548468.3,371893.3
10045,548468.1,371387.4
10046,548885.2,370170.2
10047,548929.4,371918.1
10048,548837.8,371141.1
10049,548885.2,370170.2
10050,549174.6,370451.3
10051,549136.8,370920.7
10052,548004.5,368238.9
10053,549136.8,370920.7
10054,548008.2,368880.0
10055,549395.1,370465.5
10056,548089.3,368353.8
10057,549073.0,371468.3
10058,548116.7,368907.6
10059,549347.0,371992.0
10060,548185.7,369640.3
10061,549385.0,371364.2
10062,548248.0,368931.7
10063,549405.9,371237.4
10064,548315.7,369653.7
10065,549395.1,370465.5
10066,548346.6,368948.0
10067,549471.3,372011.7
10068,548432.2,369665.6
10069,549631.2,371545.6
10070,548575.2,367916.5
10071,549583.2,370357.1
10072,548486.4,368229.1
10073,549701.7,370637.5
10074,548520.8,369837.9
10075,549771.8,370915.6
10076,548591.0,368988.2
10077,549894.3,371052.1
10078,548581.6,369756.1
10079,549755.6,371563.0
10080,548716.3,368500.8
10081,550071.7,371181.5
10082,548715.8,369008.8
10083,550020.1,371599.9
10084,548676.9,368225.6
10085,550172.4,370308.4
10086,548760.9,369519.7
10087,550194.1,370579.1
10088,550221.6,370798.1
10089,548716.3,368500.8
10090,550221.6,370798.1
10091,548838.2,369419.9
10092,550322.4,371603.0
10093,548852.2,369031.2
10094,550330.1,371754.6
10095,550568.9,370219.6
10096,548990.0,368502.6
10097,550662.8,370542.0
10098,549155.7,368827.2
10099,550733.2,370795.1
10100,549183.3,368521.5
10101,550877.7,371306.8
10102,549191.7,368274.8
10103,550847.4,371572.3
10104,549372.6,369110.6
10105,549610.0,369147.5
10106,549744.0,369165.7
10107,549592.7,369974.8
10108,549668.7,369505.5
10109,550110.1,369208.5
10110,550254.3,368252.0
10111,550289.3,368379.3
10112,550352.9,368784.4
10113,550377.2,369239.0
10114,550421.8,368977.8
10115,550542.8,369580.0
10116,550539.9,369736.9
10117,550541.7,369978.3
10118,554348.8,378820.4
10119,554630.0,378224.8
10120,554757.6,378598.2
10121,554761.1,378151.7
10122,554860.1,378099.9
10123,554866.2,378488.0
10124,555003.9,378424.4
10125,555003.9,378424.4
10126,555265.6,378304.8
10127,555485.5,378129.1
10128,555601.7,378340.2
10129,555777.7,378665.8
10130,553654.8,376155.9
10131,550877.7,371306.8
10132,550766.0,370913.7
10133,546301.8,368904.4
10134,551217.8,375624.8
10135,546219.6,371851.3
10136,551348.1,374032.1
10137,546340.2,371851.1
10138,546540.6,371871.5
10139,551474.6,374060.8
10140,546688.8,370422.1
10141,551540.2,375320.0
10142,546688.8,370422.1
10143,551594.8,374102.4
10144,546578.2,368251.7
10145,546692.5,370679.7
10146,551713.3,374144.0
10147,546545.1,369166.3
10148,546693.6,370797.4
10149,546694.6,371066.3
10150,551764.4,375396.0
10151,546682.4,368097.7
10152,547092.8,371859.8
10153,551824.0,374182.6
10154,551816.9,375212.9
10155,546672.1,369114.6
10156,547108.6,370882.1
10157,551878.7,375600.1
10158,547116.0,370998.5
10159,547297.3,371526.5
10160,551972.1,375153.3
10161,546725.3,368985.0
10162,547096.8,371345.9
10163,547589.6,372213.2
10164,552221.1,375897.2
10165,547351.0,371448.2
10166,552253.3,374417.4
10167,546804.9,368705.8
10168,552131.8,375087.5
10169,547131.1,368068.5
10170,547504.5,371240.4
10171,552332.5,374465.1
10172,547007.1,368481.3
10173,547335.2,369088.0
10174,547697.8,370977.8
10175,547867.8,372383.3
10176,552498.9,374558.1
10177,547290.6,368578.2
10178,547375.0,368616.7
10179,552516.8,374866.1
10180,547583.6,368299.1
10181,552627.1,374603.7
10182,547583.6,368299.1
10183,547842.2,370780.6
10184,552627.1,374603.7
10185,547506.8,368676.9
10186,547681.1,368756.5
10187,547743.4,368398.1
10188,546219.6,371851.3
10189,552851.6,374650.2
10190,547758.2,368027.4
10191,547737.5,369475.8
10192,552949.3,374670.1
10193,553033.3,374687.3
10194,547991.0,368537.5
10195,553184.9,375170.4
10196,553235.9,375391.3
10197,553313.8,374744.7
10198,553348.7,375565.2
10199,553416.9,375430.7
10200,546736.2,371301.5
10201,553487.4,375383.2
10202,553502.7,375832.6
10203,553686.9,375721.6
10204,553756.5,375679.9
10205,553861.8,376025.0
10206,547589.6,372213.2
10207,554894.4,375951.5
10208,555126.5,375903.5
10209,555231.5,375859.4
10210,555822.0,375994.7
10211,555972.2,375962.9
10212,554293.4,376684.6
10213,554475.8,376303.6
10214,554841.9,376965.2
10215,554983.3,377996.1
10216,555043.6,376248.3
10217,555200.5,376975.6
10218,555176.1,377570.9
10219,555409.1,376649.1
10220,555446.9,377338.7
10221,555532.4,376449.4
10222,555499.1,377522.3
10223,555666.2,376238.9
10224,555775.7,376066.8
10225,555822.0,375994.7
10226,548013.6,366031.1
10227,548085.9,366926.8
10228,548097.5,367294.2
10229,556092.4,376203.6
10230,548128.1,367924.8
10231,548160.4,367609.7
10232,548243.6,366296.7
10233,548077.7,366504.6
10234,548253.1,367500.4
10235,548362.4,367782.8
10236,548439.0,367280.5
10237,548400.5,366100.3
10238,548439.0,367280.5
10239,548451.9,367679.3
10240,548361.0,366795.6
10241,548587.0,366436.8
10242,548445.6,366882.2
10243,548680.1,367793.6
10244,548603.4,367043.4
10245,548720.1,366312.3
10246,548782.8,366239.4
10247,548718.9,367162.5
10248,548870.0,367570.0
10249,548895.3,366689.4
10250,548871.6,367327.3
10251,548902.2,367789.8
10252,549056.5,366924.9
10253,548990.2,366603.2
10254,549279.3,366343.2
10255,549125.4,367604.8
10256,549338.9,366724.4
10257,549224.3,367804.1
10258,549279.3,366343.2
10259,549308.7,367258.6
10260,549496.1,366147.1
10261,549754.5,366246.4
10262,548916.4,366083.7
10263,554264.5,377644.1
10264,554233.4,377756.1
10265,554530.9,376007.7
10266,548097.8,372539.9
10267,548140.5,373366.3
10268,548199.1,372614.7
10269,548322.3,372047.9
10270,548251.8,373183.8
10271,548355.0,372737.4
10272,548355.0,372737.4
10273,548573.3,372415.4
10274,548481.2,372924.2
10275,548636.4,372339.6
10276,548674.3,373231.2
10277,548819.3,372601.6
10278,548731.8,373318.8
10279,548799.7,372132.3
10280,548811.5,373382.9
10281,548859.3,372025.7
10282,548923.1,372683.8
10283,548927.0,373422.8
10284,548927.0,373422.8
10285,549388.6,372984.6
10286,549418.6,372830.2
10287,549444.2,372698.9
10288,549523.3,372521.4
10289,549340.1,373492.2
10290,549743.7,372510.7
10291,549755.4,372044.6
10292,549530.7,373535.0
10293,549882.7,372504.7
10294,549837.8,372975.4
10295,549799.4,373145.9
10296,549837.8,372975.4
10297,549998.4,372072.3
10298,549971.6,372504.0
10299,549913.8,373647.9
10300,549998.4,372072.3
10301,550312.1,372516.3
10302,549984.5,373670.4
10303,550480.0,372825.9
10304,550483.7,373814.1
10305,550483.7,373814.1
10306,550824.3,372587.8
10307,546784.3,366578.6
10308,550965.9,372596.1
10309,550748.5,373868.4
10310,547611.3,365523.0
10311,547816.7,365641.7
10312,550844.5,373890.5
10313,547816.7,365641.7
10314,546977.9,366470.8
10315,547840.2,365257.9
10316,547016.1,367717.1
10317,547138.0,367581.1
10318,547231.8,367952.4
10319,547360.1,367303.9
10320,547515.2,367118.5
10321,547355.8,366712.6
10322,547675.7,366928.8
10323,547623.2,367922.6
10324,547782.0,367287.3
10325,547721.5,367583.5
10326,547735.0,366838.0
10327,547855.3,367199.6
10328,547767.0,366759.9
10329,547837.9,366550.3
10330,547923.6,367117.9
10331,547688.8,365417.6
10332,547997.1,367029.3
10333,547926.5,367755.6
10334,547929.7,367489.3
10335,547840.2,365257.9
10336,547997.1,367029.3
10337,548007.2,367399.2
10338,550682.8,374437.3
10339,553875.6,375625.4
10340,553950.6,375325.8
10341,548872.6,370860.2
10342,546600.9,366246.3
10343,550799.9,371955.1
10344,548016.0,365380.5
10345,554419.8,376202.9
10346,551142.3,372599.6
10347,550352.9,368784.4
10348,545756.2,372008.5
10349,547408.4,369104.8
10350,547406.9,369112.0
10351,547310.5,369311.4
10352,547254.1,369432.8
10353,547262.1,369404.2
10354,551705.7,375916.9
10355,551690.9,375917.6
10356,551493.4,375889.7
10357,551507.6,375980.8
10358,551489.3,375969.5
10359,548095.0,371687.3
10360,548974.5,369913.6
10361,548996.4,369917.9
10362,549191.5,369698.2
10363,549232.9,369888.3
10364,549205.3,369876.7
10365,549372.2,369537.2
10366,549357.2,369553.8
10367,549886.4,369848.6
10368,554749.2,378948.8
10369,554981.0,378827.8
10370,554952.4,378828.7
10371,555305.9,378661.3
10372,555277.4,378661.9
10373,547313.9,372073.8
10374,547291.4,372053.9
10375,547113.7,371913.7
10376,547620.5,372272.2
10377,547648.8,372280.5
10378,547384.1,370638.0
10379,547608.3,370687.2
10380,547580.2,370681.2
10381,547844.9,372410.2
10382,547872.7,372421.5
10383,552359.3,375494.2
10384,552544.1,375772.2
10385,552523.3,375750.6
10386,547717.3,371833.5
10387,547731.3,371807.1
10388,547792.7,371678.9
10389,547819.3,371689.9
10390,547806.6,371390.8
10391,552731.0,375987.0
10392,552706.7,375971.1
10393,555080.4,376710.7
10394,555072.8,376731.8
10395,555090.3,376794.7
10396,555189.8,376579.3
10397,555180.1,376607.3
10398,555286.7,376429.8
10399,555269.9,376454.7
10400,549546.5,366561.0
10401,548164.4,372630.3
10402,550071.6,373207.0
10403,550454.5,373244.3
10404,546619.0,367285.8
10405,546621.3,367272.2
10406,550563.3,372156.2
10407,550591.8,372149.3
10408,547007.1,365900.0
10409,546723.9,367173.9
10410,546751.2,367164.2
10411,550805.5,373588.2
10412,550805.6,373561.6
10413,546826.2,367025.5
10414,550828.8,373192.7
10415,546878.6,366885.1
10416,546882.4,366913.6
10417,546912.5,366961.3
10418,546912.6,366932.1
10419,550895.6,372832.8
10420,550901.9,372803.6
10421,546933.3,366790.3
10422,546920.1,366812.5
10423,550915.6,372176.2
10424,546927.1,366189.5
10425,546941.4,366163.2
10426,547515.7,365698.0
10427,547536.9,365716.3
10428,547686.7,365845.7
10429,547692.2,365872.5
10430,547553.0,366180.8
10431,547571.5,366159.8
10432,547699.9,366006.1
10433,554979.9,376472.7
10434,546190.0,368650.0
10435,553050.0,375610.0
10436,554766.0,377686.9
10437,547754.2,366369.2
10438,554880.8,377589.3
10439,554806.0,376648.4
10440,554864.2,376597.1
10441,547588.9,369946.9
10442,549803.2,369094.3
10443,555709.3,378264.2
10444,545929.8,371847.1
10445,546852.6,367903.3
10446,553752.6,375438.2
10447,546647.0,368403.5
10448,546647.0,368403.5
10449,556049.8,375655.3
10450,555301.8,377800.0
10451,549204.6,367913.5
10452,554223.5,376592.9
10453,554592.9,377416.8
10454,550130.9,373714.8
10455,546845.0,367698.0
10456,547828.9,366428.3
10457,547868.0,366460.8
10458,548031.9,372490.0
10459,550439.2,374633.7
10460,550240.0,369223.7
10461,554783.0,377328.6
10462,546444.9,368528.4
10463,546404.4,368634.8
10464,546463.9,368479.2
10465,554651.0,376811.3
