id,x,y
343,548674.3,373231.2
344,548620.3,373144.2
345,548556.0,373039.3
346,548481.2,372924.2
347,548440.9,372856.8
348,548355.0,372737.4
349,548320.9,372705.3
350,548199.1,372614.7
351,548097.8,372539.9
352,548031.9,372490.0
353,547949.2,372435.2
354,548020.7,372416.7
355,548051.2,372388.8
356,548093.6,372336.0
357,548165.9,372245.1
358,548243.0,372148.1
359,548322.3,372047.9
360,548393.9,371962.7
361,548468.3,371893.3
362,548566.4,371866.5
363,548684.3,371873.1
364,548804.7,371896.4
365,548929.4,371918.1
366,549055.2,371940.0
367,549156.3,371955.1
368,549249.2,371973.1
369,549347.0,371992.0
370,549471.3,372011.7
371,549642.5,372031.9
372,549755.4,372044.6
373,549876.0,372058.3
374,549998.4,372072.3
375,550127.5,372086.9
376,550217.0,372069.5
377,550273.6,371999.3
378,550307.1,372017.5
379,550312.0,372017.3
380,550317.0,372017.2
381,550897.8,372167.2
382,550915.6,372176.2
384,550309.6,372021.7
385,550312.2,372025.9
386,550547.6,372143.8
387,550563.3,372156.2
388,550591.8,372149.3
389,550907.0,372150.7
390,550906.3,372163.2
391,550282.5,371979.8
392,550312.7,371865.3
393,550330.1,371754.6
394,550326.7,371618.3
395,550308.3,371623.0
396,550290.0,371627.7
397,550145.1,371617.4
398,550020.1,371599.9
399,549892.3,371582.1
400,549755.6,371563.0
401,549631.2,371545.6
402,549511.0,371528.8
403,549364.5,371508.3
404,549385.0,371364.2
405,549405.9,371237.4
406,549197.9,371485.0
407,549073.0,371468.3
408,548942.2,371450.8
409,548834.1,371436.4
410,548813.4,371272.6
411,548837.8,371141.1
412,548717.1,371420.7
413,548591.3,371403.9
414,548468.1,371387.4
415,548346.3,371371.1
416,548205.6,371352.3
417,548265.1,371208.8
418,548281.3,371080.4
419,548092.2,371336.6
420,547911.8,371318.1
421,547901.0,371319.1
422,547890.1,371320.0
423,547816.7,371373.6
425,547891.4,371330.0
426,547893.1,371329.1
427,547827.7,371376.0
428,547806.6,371390.8
429,547867.8,372383.3
430,547770.6,372322.6
431,547698.2,372278.1
432,547589.6,372213.2
433,547458.1,372136.5
434,547371.2,372076.8
435,547386.7,372067.3
436,547388.6,372067.4
437,547439.8,372124.1
438,547439.6,372129.5
439,547439.3,372134.8
440,547425.3,372158.5
441,548148.7,372618.0
442,548164.4,372630.3
444,547607.8,372256.8
445,547620.5,372272.2
446,547648.8,372280.5
447,547834.1,372393.3
448,547844.9,372410.2
449,547872.7,372421.5
450,548176.2,372614.1
451,548174.5,372625.2
452,547435.7,372126.2
453,547431.6,372128.2
454,547416.7,372153.4
455,547329.7,372086.0
456,547313.9,372073.8
457,547291.4,372053.9
458,547122.8,371917.4
459,547118.3,371915.6
461,547124.4,371914.3
462,547113.7,371913.7
463,547274.7,371994.5
464,547192.8,371930.3
465,547177.1,371918.0
466,547092.8,371859.8
467,547035.2,371848.1
468,547127.9,371746.9
469,547151.1,371741.5
471,547134.6,371739.6
472,547143.7,371729.3
473,547145.4,371727.4
474,547147.1,371725.6
475,547164.8,371705.3
476,547167.8,371701.3
477,547179.2,371686.1
478,547170.6,371737.0
479,547232.0,371614.3
480,547297.3,371526.5
481,547351.0,371448.2
482,547342.2,371408.2
483,547338.0,371388.6
484,547260.1,371367.3
485,547096.8,371345.9
486,547099.1,371307.6
487,547107.2,371171.1
488,547116.0,370998.5
489,547108.6,370882.1
490,546916.0,371322.4
491,546736.2,371301.5
492,546695.3,371296.7
493,546694.9,371193.2
494,546694.6,371066.3
495,546694.4,370939.8
496,546693.6,370797.4
497,546692.5,370679.7
498,546690.7,370549.6
499,546688.8,370422.1
501,547452.8,371376.7
502,547504.5,371240.4
503,547557.7,371168.3
504,547630.5,371069.4
505,547697.8,370977.8
506,547768.0,370882.0
507,547751.6,370882.5
508,547746.5,370884.5
509,547741.5,370886.6
510,547403.8,370634.3
512,547746.5,370879.6
513,547741.5,370876.7
514,547610.5,370707.0
515,547608.3,370687.2
516,547580.2,370681.2
517,547405.7,370622.6
518,547384.1,370638.0
519,547842.2,370780.6
520,547917.1,370677.9
521,547973.7,370599.1
522,548036.1,370512.2
523,548076.6,370520.9
525,548177.9,370314.9
526,548247.6,370217.8
527,548304.0,370236.7
528,548323.0,370243.0
529,548443.5,370328.9
530,548711.9,370395.1
531,548789.4,370298.1
532,548885.2,370170.2
533,548932.8,370024.5
534,548949.1,369987.2
535,548968.0,369932.5
536,548974.5,369913.6
537,548996.4,369917.9
538,549213.7,369882.6
539,549232.9,369888.3
540,549205.3,369876.7
541,549189.5,369698.2
543,548928.4,370419.1
544,549174.6,370451.3
545,549395.1,370465.5
546,548315.7,370121.0
547,548392.0,370013.8
548,548342.5,370031.2
549,548323.6,370037.8
550,548160.4,370023.5
551,548018.1,370005.0
552,547876.3,369990.1
553,547856.4,369988.1
554,547588.9,369946.9
555,548443.9,369942.5
556,548520.8,369837.9
557,548581.6,369756.1
558,548641.7,369676.2
559,548694.2,369606.8
560,548760.9,369519.7
561,548838.2,369419.9
562,548908.4,369330.4
563,548977.2,369243.5
564,549023.4,369185.7
565,549035.9,369170.1
566,549105.3,369074.7
567,549225.1,369090.2
568,549244.9,369092.7
569,549372.6,369110.6
570,549493.1,369128.7
571,549610.0,369147.5
572,549744.0,369165.7
573,549723.7,369226.4
574,549717.3,369245.3
575,549689.6,369388.6
576,549668.7,369505.5
577,549651.9,369600.4
578,549610.7,369590.2
579,549611.8,369589.2
580,549366.9,369556.5
581,549372.2,369537.2
582,549357.2,369553.8
583,549201.2,369670.8
584,549191.5,369698.2
585,549614.1,369847.4
586,549632.9,369850.3
587,549635.2,369850.3
588,549871.9,369862.3
589,549886.4,369848.6
590,549592.7,369974.8
591,549803.2,369094.3
592,549854.9,369178.7
593,549980.0,369193.0
594,550110.1,369208.5
595,550240.0,369223.7
596,550377.2,369239.0
597,550452.4,369243.5
598,550524.1,369231.8
599,550537.8,369344.5
600,550540.2,369364.4
601,550542.0,369479.4
602,550542.8,369580.0
603,550539.0,369613.8
604,550539.9,369736.9
605,550540.8,369861.8
606,550541.7,369978.3
607,550550.3,370101.1
608,550568.9,370219.6
609,550586.9,370269.3
610,550626.7,370412.2
611,550662.8,370542.0
612,550702.7,370685.6
613,550733.2,370795.1
614,550766.0,370913.7
615,550797.2,371024.9
616,550828.4,371134.9
617,550877.7,371306.8
618,550880.1,371444.2
619,550847.4,371572.3
620,550829.0,371677.7
621,550815.6,371824.3
622,550799.9,371955.1
623,550485.6,369129.9
624,550478.5,369111.1
625,550421.8,368977.8
626,550392.8,368900.1
627,550352.9,368784.4
628,550324.9,368645.4
629,550315.5,368519.4
630,550289.3,368379.3
631,550254.3,368252.0
632,549119.4,369006.9
633,549145.3,369003.1
635,549121.5,368999.3
636,549123.8,368997.0
637,549129.1,368967.7
638,549155.7,368827.2
639,549175.3,368679.6
640,549183.3,368521.5
641,549185.0,368461.1
642,549188.2,368370.5
643,549191.7,368274.8
644,549193.6,368223.8
645,549199.2,368068.4
646,549204.6,367913.5
647,549224.3,367804.1
648,549192.1,367677.0
649,549125.4,367604.8
650,549040.3,367510.1
651,548985.1,367452.8
652,548966.0,367431.2
653,548871.6,367327.3
654,548787.9,367236.8
655,548718.9,367162.5
656,548603.4,367043.4
657,548563.5,367002.9
658,548589.1,366968.9
659,548601.1,366952.9
660,548743.3,366821.1
661,548895.3,366689.4
662,548990.2,366603.2
663,549061.3,366539.5
664,549132.3,366475.8
665,549279.3,366343.2
666,549356.1,366273.9
667,549496.1,366147.1
668,549619.5,366111.6
669,549754.5,366246.4
670,549852.4,366364.2
671,548529.3,366968.0
672,548445.6,366882.2
673,548361.0,366795.6
674,548291.5,366724.5
675,548181.1,366611.5
676,548077.7,366504.6
677,548105.8,366469.4
678,548106.9,366468.7
679,548171.8,366386.7
680,548243.6,366296.7
681,548298.5,366228.0
682,548400.5,366100.3
683,548517.4,365956.7
684,548331.2,366276.8
685,548399.0,366342.0
686,548486.7,366406.9
687,548587.0,366436.8
688,548653.9,366389.1
689,548720.1,366312.3
690,548782.8,366239.4
691,548847.9,366163.5
692,548916.4,366083.7
693,548021.8,366444.2
695,548816.7,367095.0
696,548819.3,367095.7
697,548913.4,367026.5
698,549056.5,366924.9
699,549142.5,366863.9
700,549226.9,366803.9
701,549338.9,366724.4
702,549455.7,366633.7
703,549457.0,366632.2
704,549527.4,366577.8
705,549536.9,366569.4
706,549546.5,366561.0
707,549087.1,367488.9
708,549089.0,367488.6
709,549222.5,367374.0
710,549308.7,367258.6
711,549425.8,367129.6
712,549349.8,367020.5
713,549292.4,366945.0
714,549420.9,366858.6
715,549550.7,366772.0
716,549700.4,366675.3
717,549895.9,366669.4
718,550037.8,366773.9
719,550053.8,366783.7
720,549169.5,368227.8
721,549149.8,368231.1
722,549043.5,368230.9
723,548911.8,368228.1
724,548772.1,368223.2
725,548676.9,368225.6
726,549163.7,368512.2
727,549145.6,368503.6
728,548990.0,368502.6
729,548859.1,368501.6
730,548716.3,368500.8
731,549165.1,369000.3
732,549068.3,369066.9
733,548951.4,369047.6
734,548852.2,369031.2
735,548813.4,369024.9
736,548715.8,369008.8
737,548591.0,368988.2
738,548470.4,368968.3
739,548452.6,368924.0
741,548248.0,368931.7
742,548116.7,368907.6
743,548008.2,368880.0
744,547875.8,368833.0
745,547799.0,368804.4
746,547681.1,368756.5
747,547580.7,368710.6
748,547506.8,368676.9
749,547471.5,368660.8
750,547375.0,368616.7
751,547290.6,368578.2
752,547133.1,368515.1
753,547007.1,368481.3
754,547039.6,368276.3
755,547041.4,368276.2
756,547074.1,368147.2
757,547131.1,368068.5
758,547231.8,367952.4
759,547281.1,368128.3
760,547430.4,368212.6
761,547583.6,368299.1
762,547743.4,368398.1
763,546877.3,368450.9
764,546811.6,368436.9
765,546647.0,368403.5
766,546487.5,368370.8
767,546380.9,368348.3
768,546371.1,368346.2
769,546373.1,368346.2
770,546353.0,368342.3
772,546346.2,368292.9
774,546543.1,368320.1
775,546578.2,368251.7
776,546587.3,368233.9
777,546682.4,368097.7
778,546714.0,368062.0
779,546766.9,368002.3
780,546852.6,367903.3
781,546951.9,367791.0
782,546845.0,367698.0
783,547016.1,367717.1
784,547100.1,367621.1
785,547138.0,367581.1
786,547175.9,367524.0
787,547253.5,367430.7
788,547360.1,367303.9
789,547472.4,367377.1
790,547489.0,367388.4
791,547612.5,367492.1
792,547616.7,367486.8
793,547621.0,367481.6
794,547680.3,367408.9
795,547782.0,367287.3
796,547855.3,367199.6
797,547923.6,367117.9
798,547997.1,367029.3
799,548085.9,366926.8
800,547721.5,367583.5
801,547801.0,367650.3
802,547845.0,367590.9
803,547856.9,367574.8
804,547929.7,367489.3
805,548007.2,367399.2
806,548097.5,367294.2
807,547926.5,367755.6
808,547992.3,367810.8
809,548044.2,367747.9
810,548057.0,367732.5
811,548160.4,367609.7
812,548253.1,367500.4
813,548346.2,367390.4
814,548439.0,367280.5
815,548128.1,367924.8
816,548225.4,368007.6
817,548267.7,367892.1
818,548362.4,367782.8
819,548451.9,367679.3
820,548285.1,368059.4
821,548373.3,368136.3
822,548377.4,368132.4
823,548381.5,368128.4
824,548460.7,368052.4
825,548575.2,367916.5
826,548680.1,367793.6
827,548763.0,367695.9
828,548829.7,367727.7
829,548902.2,367789.8
830,548870.0,367570.0
831,548486.4,368229.1
832,547414.1,367239.1
833,547515.2,367118.5
834,547607.8,367007.5
835,547675.7,366928.8
836,547735.0,366838.0
837,547767.0,366759.9
838,547794.6,366676.4
839,547837.9,366550.3
840,547868.0,366460.8
841,547913.3,366332.6
842,547952.1,366216.9
843,547954.1,366216.9
844,548013.6,366031.1
845,548048.3,365932.3
846,548094.9,365809.8
847,548045.1,365780.2
848,548027.9,365770.0
849,547918.3,365702.6
850,547816.7,365641.7
851,547728.1,365589.5
852,547611.3,365523.0
853,547592.2,365545.3
854,547588.7,365546.5
855,547585.1,365547.8
856,547486.1,365609.6
857,547509.4,365679.1
858,547515.7,365698.0
859,547536.9,365716.3
860,547672.2,365831.9
861,547686.7,365845.7
862,547692.2,365872.5
863,547700.0,365986.1
865,547591.4,365552.8
866,547593.2,365552.6
867,547496.1,365615.2
868,547567.1,366166.5
869,547553.0,366180.8
870,547571.5,366159.8
871,547687.8,366029.7
872,547699.9,366006.1
873,547688.8,365417.6
874,548143.3,365689.5
875,548186.5,365588.8
876,548200.0,365502.5
877,548140.5,365465.7
878,548123.5,365455.2
879,548016.0,365380.5
880,547921.5,365314.6
881,547840.2,365257.9
882,547953.8,366376.8
883,548013.9,366430.3
884,547828.9,366428.3
885,547802.7,366407.7
886,547787.0,366395.3
887,547754.2,366369.2
888,547644.6,366907.6
889,547628.1,366896.3
890,547518.0,366822.5
891,547437.6,366768.5
892,547355.8,366712.6
893,547262.2,366647.8
894,547176.0,366591.1
895,547059.6,366518.7
896,546977.9,366470.8
897,546870.1,366408.0
898,546726.8,366328.3
899,546795.2,366345.4
900,546928.2,366209.5
901,546927.1,366189.5
902,546941.4,366163.2
903,547010.2,365919.8
904,547007.1,365900.0
905,546760.0,366325.4
906,546600.9,366246.3
907,546784.3,366578.6
908,547118.8,367540.3
909,547110.3,367522.2
910,547046.1,367358.7
911,547039.3,367355.7
912,547032.5,367352.7
913,546898.6,366975.7
914,546912.5,366961.3
915,546912.6,366932.1
916,546931.2,366810.2
917,546933.3,366790.3
918,546920.1,366812.5
919,546893.6,366871.9
920,546878.6,366885.1
921,546882.4,366913.6
922,546856.4,367020.0
923,546841.3,367022.7
925,547035.9,367359.3
926,547025.6,367359.9
927,546634.4,367273.0
928,546619.0,367285.8
929,546621.3,367272.2
930,546717.6,367192.8
931,546723.9,367173.9
932,546751.2,367164.2
933,546824.2,367054.2
934,546826.2,367025.5
935,546463.9,368479.2
936,546444.9,368528.4
937,546404.4,368634.8
938,546358.9,368754.3
939,546331.5,368684.1
940,546334.1,368683.4
941,546190.0,368650.0
942,546301.8,368904.4
943,546871.1,368473.0
944,546867.2,368494.1
945,546841.3,368579.3
946,546804.9,368705.8
947,546763.5,368849.8
948,546725.3,368985.0
949,546672.1,369114.6
950,546816.0,369056.2
951,546998.5,368982.1
952,547057.3,369000.6
953,547218.6,369051.4
954,547335.2,369088.0
955,547346.9,369083.0
956,547386.4,369095.7
957,547397.4,369100.2
958,547408.4,369104.8
959,547406.9,369112.0
960,547319.1,369293.4
961,547310.5,369311.4
963,547344.1,369090.8
964,547367.0,369097.5
965,547260.7,369413.9
966,547254.1,369432.8
967,547262.1,369404.2
968,547278.1,369321.5
969,547292.3,369320.8
970,546545.1,369166.3
971,547871.7,368703.4
972,547883.4,368687.2
973,547991.0,368537.5
974,548051.1,368444.5
975,548089.3,368353.8
976,548004.5,368238.9
977,547892.9,368139.8
978,547758.2,368027.4
979,547623.2,367922.6
980,547881.3,368899.8
981,547882.6,368921.7
982,547849.7,369041.1
983,547806.6,369207.9
984,547765.7,369366.6
985,547737.5,369475.8
986,548593.6,369677.6
987,548573.6,369678.1
988,548432.2,369665.6
989,548315.7,369653.7
990,548185.7,369640.3
991,547939.8,370685.9
992,547958.7,370692.6
993,548119.6,370769.5
994,548266.5,370797.4
995,548346.7,370808.9
996,548468.3,370820.6
997,548596.8,370833.0
998,548727.3,370845.6
999,548872.6,370860.2
1000,548990.6,370881.9
1001,549136.8,370920.7
1002,549252.0,370951.8
1003,549365.3,370980.7
1004,549521.5,370993.1
1005,549622.5,370968.2
1006,549771.8,370915.6
1007,549807.3,370900.3
1008,549759.8,370776.8
1009,549701.7,370637.5
1010,549644.3,370499.9
1011,549583.2,370357.1
1012,549567.5,370205.8
1013,549590.2,369993.2
1014,549894.3,371052.1
1015,549966.8,371130.9
1016,550000.4,371154.2
1017,550071.7,371181.5
1018,550178.8,371196.4
1019,550266.5,371161.0
1020,550252.1,371044.5
1021,550236.7,370920.3
1022,550221.6,370798.1
1023,550209.6,370702.3
1024,550194.1,370579.1
1025,550181.1,370446.9
1026,550172.4,370308.4
1027,550283.4,371297.7
1028,550300.0,371432.1
1029,550310.9,371522.6
1030,550322.4,371603.0
1031,546966.6,371883.7
1032,546860.2,371921.7
1033,546748.8,371912.1
1034,546648.4,371891.2
1035,546540.6,371871.5
1036,546445.2,371858.6
1037,546340.2,371851.1
1038,546219.6,371851.3
1039,546108.3,371849.7
1040,546026.3,371848.1
1041,546010.0,371847.2
1042,545929.8,371847.1
1043,545815.0,371845.9
1044,545769.2,371845.5
1045,545779.4,371710.2
1047,545765.9,371906.7
1048,545756.2,372008.5
1050,547469.4,372122.8
1051,547480.4,372115.3
1052,547491.3,372107.8
1053,547704.5,371848.9
1054,547717.3,371833.5
1055,547731.3,371807.1
1056,547781.4,371695.4
1057,547792.7,371678.9
1058,547819.3,371689.9
1059,548097.2,371705.5
1060,547476.5,372112.0
1061,547483.7,372101.3
1062,548085.7,371705.0
1063,548095.0,371687.3
1065,548381.5,372647.9
1066,548383.3,372648.1
1067,548479.8,372528.7
1068,548573.3,372415.4
1069,548636.4,372339.6
1070,548721.1,372238.0
1071,548799.7,372132.3
1072,548859.3,372025.7
1073,548624.4,372447.4
1074,548727.1,372528.7
1075,548819.3,372601.6
1076,548923.1,372683.8
1077,548458.5,372943.9
1078,548443.4,372957.1
1079,548329.0,373068.6
1080,548251.8,373183.8
1081,548197.9,373284.3
1082,548140.5,373366.3
1083,549312.3,373447.4
1084,549301.8,373430.4
1085,549326.3,373303.7
1086,549356.7,373147.0
1087,549388.6,372984.6
1088,549418.6,372830.2
1089,549444.2,372698.9
1090,549464.9,372587.8
1091,549523.3,372521.4
1092,549617.2,372514.5
1093,549743.7,372510.7
1094,549882.7,372504.7
1095,549971.6,372504.0
1096,550120.7,372508.8
1097,550312.1,372516.3
1098,550526.6,372574.4
1099,550666.9,372578.6
1100,550824.3,372587.8
1101,550965.9,372596.1
1102,551142.3,372599.6
1103,550963.8,372632.1
1104,550958.2,372634.2
1105,550952.6,372636.4
1106,550902.6,372783.6
1107,550901.9,372803.6
1108,550895.6,372832.8
1109,550831.2,373172.9
1110,550828.8,373192.7
1112,550958.5,372629.2
1113,550953.2,372626.4
1114,550796.6,373570.3
1115,550805.5,373588.2
1116,550805.6,373561.6
1117,550822.3,373222.0
1118,550516.4,372641.8
1119,550480.0,372825.9
1120,549756.0,373589.1
1121,549740.9,373576.0
1122,549752.0,373440.9
1123,549773.4,373294.3
1124,549799.4,373145.9
1125,549837.8,372975.4
1126,549992.7,373653.5
1127,550000.9,373636.7
1128,550068.8,373226.8
1129,550071.6,373207.0
1130,550388.7,373764.5
1131,550382.9,373745.4
1132,550451.6,373264.1
1133,550454.5,373244.3
1134,550729.5,373957.1
1135,550725.4,373976.7
1136,550708.8,374108.0
1137,550694.3,374309.2
1138,550814.5,374312.7
1139,550815.0,374484.6
1140,550825.6,374467.6
1141,550815.5,374633.0
1142,550634.3,374632.2
1143,550439.2,374633.7
1144,550682.8,374437.3
1145,553655.7,374671.3
1146,553684.2,374516.1
1148,553759.2,374831.5
1149,553895.4,374860.1
1151,553906.1,375322.4
1152,553898.9,375341.0
1153,553752.6,375438.2
1154,554425.3,376031.4
1155,554442.6,376021.4
1156,554530.9,376007.7
1157,554635.0,375991.6
1158,554781.7,375968.9
1159,554894.4,375951.5
1160,555050.6,375924.8
1161,555085.7,376103.5
1162,555043.6,376248.3
1163,554916.3,376403.9
1164,554936.4,376428.1
1165,554942.9,376432.0
1166,554949.3,376435.8
1167,554971.6,376462.6
1169,554939.0,376435.2
1170,554941.7,376442.2
1171,554963.9,376469.0
1172,554979.9,376472.7
1173,555126.5,375903.5
1174,555231.5,375859.4
1175,554361.3,376214.1
1176,554356.4,376234.8
1177,554283.9,376351.4
1178,554211.4,376474.8
1179,554223.5,376592.9
1180,554293.4,376684.6
