0.00,0.00,105.61,105.79,105.38,2.19,105.33,104.23,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.96,106.07,0.28,106.14,0.00,106.72,0.00,0.00,107.03,0.00,107.07,0.00,107.07,0.00,0.00,0.00,110.33,8.24,3.50,111.66,1.81,0.00,0.70,111.94,2.04,4.29,0.00,0.00,0.00,0.97,7.27,114.64,0.00,114.64,113.17,111.94,1.14,1.05,1.05,0.00,1.05,0.26,114.81,114.81,0.00,114.81,3.96,20.46,16.50,0.00,0.00,0.00,2.28,23.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.12,2.11,4.90,2.32,3.03,3.11,5.45,1.88,0.00,0.00,0.00,5.45,0.00,0.00,0.00,0.00,0.44,3.19,0.00,0.00,0.00,0.00,0.00,0.11,8.50,40.75,32.59,8.39,2.49,1.87,43.95,80.64,0.00,0.00,80.64,104.16,0.00,0.00,0.00,104.16,0.44,0.00,0.00,0.00,1.94,0.00
0.00,0.00,105.58,105.76,105.36,2.18,105.30,104.21,3.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.93,106.04,0.27,106.11,0.00,106.68,0.00,0.00,106.99,0.00,107.04,0.00,107.04,0.00,0.00,0.00,110.27,8.22,3.50,111.60,1.81,0.00,0.70,111.87,2.03,4.28,0.00,0.00,0.00,0.97,7.25,114.55,0.00,114.55,113.09,111.87,1.14,1.04,1.04,0.00,1.04,0.26,114.72,114.72,0.00,114.72,3.95,20.41,16.46,0.00,0.00,0.00,2.28,23.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.06,2.10,4.89,2.32,3.03,3.10,5.43,1.87,0.00,0.00,0.00,5.43,0.00,0.00,0.00,0.00,0.44,3.19,0.00,0.00,0.00,0.00,0.00,0.11,8.48,40.67,32.55,8.37,2.49,1.86,43.87,80.60,0.00,0.00,80.60,104.14,0.00,0.00,0.00,104.14,0.44,0.00,0.00,0.00,1.93,0.00
0.00,0.00,105.59,105.78,105.37,2.19,105.31,104.21,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.95,106.05,0.28,106.12,0.00,106.70,0.00,0.00,107.01,0.00,107.05,0.00,107.05,0.00,0.00,0.00,110.31,8.23,3.50,111.64,1.81,0.00,0.70,111.91,2.04,4.28,0.00,0.00,0.00,0.97,7.26,114.60,0.00,114.60,113.14,111.91,1.14,1.04,1.04,0.00,1.04,0.26,114.78,114.78,0.00,114.78,3.96,20.44,16.48,0.00,0.00,0.00,2.28,23.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.10,2.11,4.90,2.32,3.03,3.11,5.44,1.88,0.00,0.00,0.00,5.44,0.00,0.00,0.00,0.00,0.44,3.19,0.00,0.00,0.00,0.00,0.00,0.11,8.49,40.73,32.58,8.39,2.49,1.87,43.93,80.62,0.00,0.00,80.62,104.15,0.00,0.00,0.00,104.15,0.44,0.00,0.00,0.00,1.94,0.00
0.00,0.00,105.55,105.74,105.34,2.18,105.28,104.19,3.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.91,106.02,0.27,106.08,0.00,106.66,0.00,0.00,106.96,0.00,107.01,0.00,107.01,0.00,0.00,0.00,110.24,8.21,3.49,111.56,1.81,0.00,0.70,111.84,2.03,4.27,0.00,0.00,0.00,0.97,7.24,114.51,0.00,114.51,113.06,111.84,1.14,1.04,1.04,0.00,1.04,0.26,114.68,114.68,0.00,114.68,3.95,20.39,16.44,0.00,0.00,0.00,2.28,23.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.04,2.10,4.89,2.32,3.03,3.10,5.43,1.87,0.00,0.00,0.00,5.43,0.00,0.00,0.00,0.00,0.44,3.18,0.00,0.00,0.00,0.00,0.00,0.11,8.47,40.65,32.54,8.37,2.48,1.86,43.84,80.59,0.00,0.00,80.59,104.12,0.00,0.00,0.00,104.12,0.44,0.00,0.00,0.00,1.93,0.00
0.00,0.00,105.48,105.67,105.26,2.18,105.21,104.13,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.83,105.94,0.27,106.01,0.00,106.57,0.00,0.00,106.88,0.00,106.92,0.00,106.92,0.00,0.00,0.00,110.13,8.19,3.48,111.44,1.80,0.00,0.70,111.71,2.03,4.26,0.00,0.00,0.00,0.97,7.23,114.37,0.00,114.37,112.92,111.71,1.14,1.04,1.04,0.00,1.04,0.26,114.54,114.54,0.00,114.54,3.94,20.35,16.41,0.00,0.00,0.00,2.27,23.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.99,2.10,4.88,2.31,3.02,3.10,5.42,1.87,0.00,0.00,0.00,5.42,0.00,0.00,0.00,0.00,0.44,3.18,0.00,0.00,0.00,0.00,0.00,0.11,8.45,40.56,32.48,8.35,2.48,1.86,43.74,80.52,0.00,0.00,80.52,104.07,0.00,0.00,0.00,104.07,0.44,0.00,0.00,0.00,1.93,0.00
0.00,0.00,105.45,105.64,105.24,2.17,105.18,104.12,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.80,105.91,0.27,105.97,0.00,106.54,0.00,0.00,106.84,0.00,106.88,0.00,106.88,0.00,0.00,0.00,110.07,8.17,3.48,111.37,1.80,0.00,0.70,111.65,2.02,4.25,0.00,0.00,0.00,0.96,7.21,114.29,0.00,114.29,112.85,111.65,1.13,1.04,1.04,0.00,1.04,0.25,114.46,114.46,0.00,114.46,3.93,20.30,16.37,0.00,0.00,0.00,2.27,23.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.93,2.09,4.87,2.30,3.01,3.09,5.40,1.86,0.00,0.00,0.00,5.40,0.00,0.00,0.00,0.00,0.44,3.17,0.00,0.00,0.00,0.00,0.00,0.11,8.43,40.49,32.44,8.33,2.47,1.85,43.66,80.49,0.00,0.00,80.49,104.05,0.00,0.00,0.00,104.05,0.44,0.00,0.00,0.00,1.92,0.00
0.00,0.00,105.47,105.65,105.25,2.17,105.20,104.12,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.82,105.93,0.27,105.99,0.00,106.56,0.00,0.00,106.86,0.00,106.91,0.00,106.91,0.00,0.00,0.00,110.11,8.19,3.48,111.42,1.80,0.00,0.70,111.70,2.03,4.26,0.00,0.00,0.00,0.97,7.22,114.35,0.00,114.35,112.90,111.70,1.14,1.04,1.04,0.00,1.04,0.26,114.52,114.52,0.00,114.52,3.94,20.34,16.40,0.00,0.00,0.00,2.27,23.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.98,2.10,4.88,2.31,3.02,3.09,5.41,1.87,0.00,0.00,0.00,5.41,0.00,0.00,0.00,0.00,0.44,3.18,0.00,0.00,0.00,0.00,0.00,0.11,8.45,40.55,32.47,8.34,2.48,1.86,43.73,80.51,0.00,0.00,80.51,104.06,0.00,0.00,0.00,104.06,0.44,0.00,0.00,0.00,1.93,0.00
0.00,0.00,105.44,105.62,105.23,2.17,105.17,104.11,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.79,105.90,0.27,105.96,0.00,106.53,0.00,0.00,106.83,0.00,106.87,0.00,106.87,0.00,0.00,0.00,110.05,8.17,3.47,111.35,1.80,0.00,0.70,111.63,2.02,4.25,0.00,0.00,0.00,0.96,7.21,114.27,0.00,114.27,112.83,111.63,1.13,1.04,1.04,0.00,1.04,0.25,114.44,114.44,0.00,114.44,3.93,20.29,16.36,0.00,0.00,0.00,2.27,23.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.92,2.09,4.86,2.30,3.01,3.09,5.40,1.86,0.00,0.00,0.00,5.40,0.00,0.00,0.00,0.00,0.43,3.17,0.00,0.00,0.00,0.00,0.00,0.11,8.43,40.48,32.43,8.32,2.47,1.85,43.64,80.47,0.00,0.00,80.47,104.04,0.00,0.00,0.00,104.04,0.44,0.00,0.00,0.00,1.92,0.00
0.00,0.00,105.41,105.60,105.20,2.16,105.15,104.09,3.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.76,105.86,0.27,105.93,0.00,106.49,0.00,0.00,106.79,0.00,106.83,0.00,106.83,0.00,0.00,0.00,109.99,8.15,3.47,111.29,1.79,0.00,0.69,111.56,2.02,4.24,0.00,0.00,0.00,0.96,7.19,114.18,0.00,114.18,112.75,111.56,1.13,1.03,1.03,0.00,1.03,0.25,114.35,114.35,0.00,114.35,3.92,20.24,16.32,0.00,0.00,0.00,2.26,23.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.86,2.08,4.85,2.30,3.00,3.08,5.39,1.86,0.00,0.00,0.00,5.39,0.00,0.00,0.00,0.00,0.43,3.16,0.00,0.00,0.00,0.00,0.00,0.11,8.41,40.40,32.39,8.30,2.46,1.85,43.56,80.44,0.00,0.00,80.44,104.03,0.00,0.00,0.00,104.03,0.44,0.00,0.00,0.00,1.92,0.00
0.00,0.00,105.39,105.57,105.17,2.16,105.12,104.07,3.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.73,105.83,0.27,105.90,0.00,106.45,0.00,0.00,106.75,0.00,106.80,0.00,106.80,0.00,0.00,0.00,109.94,8.13,3.46,111.23,1.79,0.00,0.69,111.50,2.01,4.23,0.00,0.00,0.00,0.96,7.17,114.11,0.00,114.11,112.68,111.50,1.13,1.03,1.03,0.00,1.03,0.25,114.27,114.27,0.00,114.27,3.91,20.20,16.29,0.00,0.00,0.00,2.26,23.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.80,2.08,4.84,2.29,3.00,3.07,5.38,1.85,0.00,0.00,0.00,5.38,0.00,0.00,0.00,0.00,0.43,3.15,0.00,0.00,0.00,0.00,0.00,0.11,8.39,40.34,32.36,8.29,2.46,1.84,43.49,80.41,0.00,0.00,80.41,104.01,0.00,0.00,0.00,104.01,0.44,0.00,0.00,0.00,1.91,0.00
